#EDL	Date	20.11.2014	Local Time	16:24:19	H-100 T-2.06	
Rate (Hz)	Main array	
128.000000	element_1	element_2
Time	Gauge	Gauge
s	m	m
06:27:32.148	0.00068562	0.00162080
06:27:32.156	0.00081770	0.00152835
06:27:32.164	0.00061958	0.00168243
06:27:32.172	0.00091676	0.00158998
06:27:32.180	0.00088374	0.00158998
06:27:32.188	0.00048749	0.00165161
06:27:32.195	0.00091676	0.00149754
06:27:32.203	0.00091676	0.00140509
06:27:32.211	0.00091676	0.00128183
06:27:32.219	0.00085072	0.00122020
06:27:32.227	0.00081770	0.00140509
06:27:32.234	0.00068562	0.00100450
06:27:32.242	0.00101582	0.00118939
06:27:32.250	0.00085072	0.00149754
06:27:32.258	0.00065260	0.00128183
06:27:32.266	0.00081770	0.00118939
06:27:32.273	0.00075166	0.00109694
06:27:32.281	0.00068562	0.00081962
06:27:32.289	0.00075166	0.00094287
06:27:32.297	0.00088374	0.00097369
06:27:32.305	0.00068562	0.00078880
06:27:32.313	0.00088374	0.00078880
06:27:32.320	0.00091676	0.00063473
06:27:32.328	0.00068562	0.00091206
06:27:32.336	0.00085072	0.00054229
06:27:32.344	0.00091676	0.00054229
06:27:32.352	0.00078468	0.00044985
06:27:32.359	0.00085072	0.00023416
06:27:32.367	0.00061958	0.00032660
06:27:32.375	0.00081770	0.00020334
06:27:32.383	0.00081770	0.00011090
06:27:32.391	0.00101582	0.00008009
06:27:32.398	0.00081770	0.00011090
06:27:32.406	0.00088374	0.00004928
06:27:32.414	0.00101582	-0.00007397
06:27:32.422	0.00108187	-0.00022804
06:27:32.430	0.00071864	-0.00028966
06:27:32.438	0.00101582	-0.00032048
06:27:32.445	0.00098280	-0.00032048
06:27:32.453	0.00114791	-0.00041291
06:27:32.461	0.00094978	-0.00062860
06:27:32.469	0.00098280	-0.00035129
06:27:32.477	0.00098280	-0.00047454
06:27:32.484	0.00111489	-0.00050535
06:27:32.492	0.00127999	-0.00084428
06:27:32.500	0.00088374	-0.00065941
06:27:32.508	0.00101582	-0.00059779
06:27:32.516	0.00098280	-0.00075185
06:27:32.523	0.00118093	-0.00084428
06:27:32.531	0.00118093	-0.00109078
06:27:32.539	0.00101582	-0.00081347
06:27:32.547	0.00127999	-0.00124483
06:27:32.555	0.00094978	-0.00115240
06:27:32.563	0.00108187	-0.00118321
06:27:32.570	0.00088374	-0.00127564
06:27:32.578	0.00114791	-0.00112159
06:27:32.586	0.00121395	-0.00130646
06:27:32.594	0.00121395	-0.00146051
06:27:32.602	0.00104885	-0.00149132
06:27:32.609	0.00085072	-0.00130646
06:27:32.617	0.00098280	-0.00142970
06:27:32.625	0.00118093	-0.00158375
06:27:32.633	0.00124697	-0.00158375
06:27:32.641	0.00111489	-0.00155294
06:27:32.648	0.00111489	-0.00158375
06:27:32.656	0.00094978	-0.00149132
06:27:32.664	0.00114791	-0.00142970
06:27:32.672	0.00104885	-0.00179943
06:27:32.680	0.00114791	-0.00161456
06:27:32.688	0.00098280	-0.00158375
06:27:32.695	0.00131302	-0.00183024
