#EDL	Date	21.11.2014	Local Time	 9:58:56	H-200 T-3.00	
Rate (Hz)	Main array	
128.000000	element_1	element_2
Time	Gauge	Gauge
s	m	m
00:47:14.891	-0.00225301	-0.00407930
00:47:14.898	-0.00225301	-0.00374041
00:47:14.906	-0.00231905	-0.00355556
00:47:14.914	-0.00218698	-0.00355556
00:47:14.922	-0.00241809	-0.00367880
00:47:14.930	-0.00212095	-0.00361718
00:47:14.938	-0.00225301	-0.00349395
00:47:14.945	-0.00202190	-0.00321667
00:47:14.953	-0.00205492	-0.00324748
00:47:14.961	-0.00202190	-0.00306263
00:47:14.969	-0.00215397	-0.00306263
00:47:14.977	-0.00222000	-0.00272373
00:47:14.984	-0.00218698	-0.00278535
00:47:14.992	-0.00202190	-0.00281615
00:47:15.000	-0.00195587	-0.00281615
00:47:15.008	-0.00169173	-0.00253887
00:47:15.016	-0.00205492	-0.00219996
00:47:15.023	-0.00185682	-0.00219996
00:47:15.031	-0.00155966	-0.00216915
00:47:15.039	-0.00172475	-0.00195348
00:47:15.047	-0.00179078	-0.00164538
00:47:15.055	-0.00165872	-0.00170700
00:47:15.063	-0.00175777	-0.00158375
00:47:15.070	-0.00175777	-0.00152213
00:47:15.078	-0.00159268	-0.00136808
00:47:15.086	-0.00192285	-0.00112159
00:47:15.094	-0.00165872	-0.00109078
00:47:15.102	-0.00155966	-0.00096753
00:47:15.109	-0.00165872	-0.00099834
00:47:15.117	-0.00159268	-0.00069022
00:47:15.125	-0.00146061	-0.00062860
00:47:15.133	-0.00142760	-0.00050535
00:47:15.141	-0.00152665	-0.00044373
00:47:15.148	-0.00149363	-0.00044373
00:47:15.156	-0.00162570	-0.00004316
00:47:15.164	-0.00132854	-0.00007397
00:47:15.172	-0.00139458	0.00011090
00:47:15.180	-0.00142760	0.00017253
00:47:15.188	-0.00149363	0.00026497
00:47:15.195	-0.00146061	0.00054229
00:47:15.203	-0.00162570	0.00048066
00:47:15.211	-0.00129553	0.00063473
00:47:15.219	-0.00132854	0.00075799
00:47:15.227	-0.00142760	0.00109694
00:47:15.234	-0.00149363	0.00109694
00:47:15.242	-0.00142760	0.00146672
00:47:15.250	-0.00126251	0.00125102
00:47:15.258	-0.00146061	0.00137428
00:47:15.266	-0.00149363	0.00168243
00:47:15.273	-0.00152665	0.00146672
00:47:15.281	-0.00139458	0.00177487
00:47:15.289	-0.00136156	0.00195976
00:47:15.297	-0.00146061	0.00214466
00:47:15.305	-0.00132854	0.00248364
00:47:15.313	-0.00129553	0.00245282
00:47:15.320	-0.00159268	0.00257608
00:47:15.328	-0.00132854	0.00279180
00:47:15.336	-0.00149363	0.00306915
00:47:15.344	-0.00146061	0.00291507
00:47:15.352	-0.00159268	0.00322324
00:47:15.359	-0.00136156	0.00334651
00:47:15.367	-0.00182380	0.00343896
00:47:15.375	-0.00146061	0.00387041
00:47:15.383	-0.00162570	0.00387041
00:47:15.391	-0.00159268	0.00411696
00:47:15.398	-0.00155966	0.00414778
00:47:15.406	-0.00192285	0.00451760
00:47:15.414	-0.00162570	0.00494907
00:47:15.422	-0.00182380	0.00510317
00:47:15.430	-0.00175777	0.00504153
00:47:15.438	-0.00192285	0.00528809
00:47:15.445	-0.00198888	0.00547301
00:47:15.453	-0.00185682	0.00584286
00:47:15.461	-0.00188983	0.00593532
00:47:15.469	-0.00205492	0.00621271
00:47:15.477	-0.00192285	0.00642846
00:47:15.484	-0.00192285	0.00685997
00:47:15.492	-0.00195587	0.00701408
00:47:15.500	-0.00179078	0.00719901
00:47:15.508	-0.00188983	0.00722983
00:47:15.516	-0.00208793	0.00781547
00:47:15.523	-0.00205492	0.00806206
00:47:15.531	-0.00185682	0.00821618
00:47:15.539	-0.00212095	0.00818536
00:47:15.547	-0.00218698	0.00858607
00:47:15.555	-0.00235206	0.00883267
00:47:15.563	-0.00218698	0.00926422
00:47:15.570	-0.00205492	0.00914092
00:47:15.578	-0.00195587	0.00951082
00:47:15.586	-0.00215397	0.01000404
00:47:15.594	-0.00218698	0.00997321
00:47:15.602	-0.00212095	0.01052809
00:47:15.609	-0.00212095	0.01052809
00:47:15.617	-0.00218698	0.01086719
00:47:15.625	-0.00188983	0.01129878
00:47:15.633	-0.00212095	0.01129878
00:47:15.641	-0.00185682	0.01173038
00:47:15.648	-0.00198888	0.01179204
00:47:15.656	-0.00205492	0.01197701
00:47:15.664	-0.00185682	0.01259360
00:47:15.672	-0.00182380	0.01253194
00:47:15.680	-0.00195587	0.01265526
00:47:15.688	-0.00182380	0.01296356
00:47:15.695	-0.00192285	0.01333353
00:47:15.703	-0.00195587	0.01367267
00:47:15.711	-0.00179078	0.01358018
00:47:15.719	-0.00208793	0.01388849
00:47:15.727	-0.00202190	0.01447430
00:47:15.734	-0.00185682	0.01450513
00:47:15.742	-0.00182380	0.01481346
00:47:15.750	-0.00169173	0.01472096
00:47:15.758	-0.00169173	0.01493679
00:47:15.766	-0.00195587	0.01533762
00:47:15.773	-0.00172475	0.01549179
00:47:15.781	-0.00169173	0.01570763
00:47:15.789	-0.00182380	0.01549179
00:47:15.797	-0.00192285	0.01607764
00:47:15.805	-0.00175777	0.01620098
00:47:15.813	-0.00165872	0.01663267
00:47:15.820	-0.00182380	0.01657100
