time, FPSSternPort, FPSBow, FPSSternStbd, OWCBow, OWCSternPort, OWCSternStbd, FPS_OWCUmbilical, FPSUmbilical, PressureSensor
1.2344,6.9283e-05,8.796e-05,0.00013175,3.3768e-05,3.232e-05,3.1568e-05,7.3818e-05,0.00013875,-2.3341e-06
1.2422,6.9078e-05,0.00011313,0.00013162,3.405e-05,3.1951e-05,3.0576e-05,7.3777e-05,0.00013738,4.0962e-05
1.25,6.9306e-05,0.000104,0.000131,3.3455e-05,3.1842e-05,3.0942e-05,7.3398e-05,0.000138,3.3181e-06
1.2578,6.9317e-05,0.000102,0.000131,3.2983e-05,3.1754e-05,3.0592e-05,7.427e-05,0.000138,4.6943e-06
1.2656,6.926e-05,0.0001125,0.000131,3.3561e-05,3.1679e-05,3.0738e-05,7.3932e-05,0.000138,3.9794e-06
1.2734,6.995e-05,8.8981e-05,0.00013113,3.2632e-05,3.1557e-05,3.0429e-05,7.3546e-05,0.000137,-6.3235e-06
1.2813,7.0993e-05,0.000107,0.0001315,3.4032e-05,3.1108e-05,3.0108e-05,7.3712e-05,0.0001375,7.9937e-06
1.2891,7.0032e-05,0.00010687,0.00013113,3.3951e-05,3.1018e-05,3.1215e-05,7.4464e-05,0.00013725,-9.324e-06
1.2969,6.9952e-05,9.9352e-05,0.00013175,3.3624e-05,3.1046e-05,3.0505e-05,7.3691e-05,0.00013725,1.895e-06
1.3047,6.9993e-05,0.00011687,0.00013138,3.3708e-05,3.1361e-05,3.1267e-05,7.4501e-05,0.000138,6.3034e-06
1.3125,6.9518e-05,9.7942e-05,0.000132,3.2856e-05,3.1401e-05,2.9923e-05,7.4036e-05,0.000137,-3.8414e-05
1.3203,7.0318e-05,0.00010262,0.00013062,3.3776e-05,3.1801e-05,3.0968e-05,7.3559e-05,0.000138,1.5392e-05
1.3281,7.0449e-05,0.0001075,0.0001315,3.4838e-05,3.1703e-05,3.051e-05,7.2591e-05,0.000137,1.1413e-06
1.3359,7.0365e-05,9.5723e-05,0.00013,3.2877e-05,3.1256e-05,3.0296e-05,7.3233e-05,0.000137,3.9939e-06
1.3438,7.0188e-05,0.00012,0.000131,3.3583e-05,3.1188e-05,3.0995e-05,7.3183e-05,0.0001375,6.5267e-06
1.3516,6.9678e-05,0.00010347,0.000132,3.3377e-05,3.0854e-05,3.0581e-05,7.276e-05,0.000137,-3.0271e-05
1.3594,7.0753e-05,0.0001035,0.00013175,3.4071e-05,3.1549e-05,3.0215e-05,7.3904e-05,0.00013775,3.9674e-06
1.3672,7.039e-05,0.00010762,0.000131,3.401e-05,3.1438e-05,3.0564e-05,7.3074e-05,0.00013638,2.6256e-06
1.375,6.9938e-05,8.8055e-05,0.000131,3.3261e-05,3.2863e-05,3.0528e-05,7.3961e-05,0.000137,3.0855e-06
1.3828,7.0446e-05,0.00011762,0.000131,3.347e-05,3.1334e-05,3.0856e-05,7.3271e-05,0.00013738,1.6274e-06
1.3906,7.1136e-05,0.0001055,0.00013,3.4051e-05,3.2221e-05,3.0703e-05,7.2609e-05,0.000137,2.8213e-05
1.3984,7.0858e-05,0.000103,0.000131,3.3968e-05,3.1428e-05,3.0068e-05,7.2943e-05,0.00013713,1.1588e-05
1.4063,7.1255e-05,0.0001125,0.0001315,3.3814e-05,3.2003e-05,3.1609e-05,7.3572e-05,0.0001375,2.3565e-06
1.4141,7.1382e-05,8.6886e-05,0.00013087,3.3932e-05,3.15e-05,2.9723e-05,7.3865e-05,0.00013625,-6.1165e-07
1.4219,7.0334e-05,0.00011225,0.000131,3.4067e-05,3.1435e-05,3.1157e-05,7.3554e-05,0.000138,-6.0189e-06
1.4297,7.1115e-05,0.00010575,0.000131,3.4038e-05,3.1756e-05,3.0127e-05,7.2844e-05,0.000137,8.3646e-06
1.4375,7.0898e-05,0.000102,0.000132,3.3234e-05,3.1467e-05,3.0647e-05,7.3535e-05,0.000138,8.1035e-07
1.4453,7.0653e-05,0.0001155,0.000131,3.381e-05,3.1596e-05,3.1574e-05,7.3713e-05,0.00013738,2.8123e-06
1.4531,7.098e-05,9.4481e-05,0.000131,3.2757e-05,3.1112e-05,3.0446e-05,7.321e-05,0.000137,-1.428e-05
1.4609,7.0876e-05,0.00010613,0.000132,3.4764e-05,3.1291e-05,3.1074e-05,7.3427e-05,0.00013713,-1.5248e-05
1.4688,7.0856e-05,0.000107,0.000131,3.4162e-05,3.2283e-05,3.1156e-05,7.2773e-05,0.000138,5.9854e-06
1.4766,7.0449e-05,9.8094e-05,0.00013113,3.3494e-05,3.1501e-05,3.0163e-05,7.2736e-05,0.00013713,-2.0269e-06
1.4844,7.1182e-05,0.0001195,0.000131,3.3756e-05,3.1872e-05,3.0248e-05,7.3375e-05,0.000137,5.9638e-06
1.4922,7.0939e-05,9.9376e-05,0.00013038,3.3871e-05,3.2029e-05,3.0262e-05,7.3198e-05,0.000137,5.4606e-06
1.5,7.1521e-05,0.000103,0.000131,3.3577e-05,3.0818e-05,2.9607e-05,7.3866e-05,0.000138,-9.3168e-08
1.5078,7.0936e-05,0.000107,0.000132,3.3601e-05,3.2001e-05,3.079e-05,7.3728e-05,0.000137,2.2316e-06
