#EDL	Date	21.11.2014	Local Time	10:23:44	H-200 T-4.74	
Rate (Hz)	Main array	
128.000000	element_1	element_2
Time	Gauge	Gauge
s	m	m
01:11:59.969	-0.00027196	0.00035741
01:11:59.977	-0.00013988	0.00029578
01:11:59.984	-0.00017290	-0.00010479
01:11:59.992	-0.00033800	0.00029578
01:12:00.000	-0.00013988	-0.00016641
01:12:00.008	-0.00000780	-0.00004316
01:12:00.016	-0.00010686	-0.00016641
01:12:00.023	-0.00000780	-0.00025885
01:12:00.031	-0.00004082	-0.00025885
01:12:00.039	0.00002522	-0.00028966
01:12:00.047	-0.00010686	-0.00041291
01:12:00.055	0.00012427	-0.00050535
01:12:00.063	0.00019031	-0.00050535
01:12:00.070	0.00022333	-0.00041291
01:12:00.078	0.00019031	-0.00044373
01:12:00.086	0.00025635	-0.00075185
01:12:00.094	0.00022333	-0.00056697
01:12:00.102	0.00009125	-0.00072103
01:12:00.109	0.00019031	-0.00078266
01:12:00.117	0.00025635	-0.00075185
01:12:00.125	0.00015729	-0.00102915
01:12:00.133	-0.00004082	-0.00081347
01:12:00.141	0.00019031	-0.00075185
01:12:00.148	0.00022333	-0.00065941
01:12:00.156	0.00009125	-0.00099834
01:12:00.164	-0.00000780	-0.00075185
01:12:00.172	-0.00007384	-0.00075185
01:12:00.180	-0.00004082	-0.00078266
01:12:00.188	0.00012427	-0.00078266
01:12:00.195	0.00015729	-0.00087509
01:12:00.203	-0.00027196	-0.00072103
01:12:00.211	0.00009125	-0.00065941
01:12:00.219	-0.00000780	-0.00078266
01:12:00.227	-0.00007384	-0.00075185
01:12:00.234	-0.00007384	-0.00044373
01:12:00.242	-0.00030498	-0.00047454
01:12:00.250	-0.00007384	-0.00047454
01:12:00.258	-0.00020592	-0.00035129
01:12:00.266	-0.00017290	-0.00053616
01:12:00.273	-0.00027196	-0.00019722
01:12:00.281	-0.00033800	-0.00019722
01:12:00.289	-0.00017290	-0.00007397
01:12:00.297	-0.00013988	-0.00044373
01:12:00.305	-0.00020592	-0.00025885
01:12:00.313	-0.00040403	0.00008009
01:12:00.320	-0.00033800	0.00014172
01:12:00.328	-0.00027196	0.00017253
01:12:00.336	-0.00033800	0.00008009
01:12:00.344	-0.00037102	0.00011090
01:12:00.352	-0.00033800	0.00020334
01:12:00.359	-0.00027196	0.00038822
01:12:00.367	-0.00023894	0.00029578
01:12:00.375	-0.00037102	0.00048066
01:12:00.383	-0.00023894	0.00069636
01:12:00.391	-0.00013988	0.00069636
01:12:00.398	-0.00027196	0.00057311
01:12:00.406	0.00002522	0.00063473
01:12:00.414	-0.00013988	0.00078880
01:12:00.422	-0.00023894	0.00100450
01:12:00.430	-0.00004082	0.00088124
01:12:00.438	-0.00007384	0.00091206
01:12:00.445	-0.00004082	0.00085043
01:12:00.453	-0.00000780	0.00103532
01:12:00.461	-0.00004082	0.00097369
01:12:00.469	0.00019031	0.00112776
01:12:00.477	0.00015729	0.00118939
01:12:00.484	0.00028937	0.00115857
01:12:00.492	0.00015729	0.00131265
01:12:00.500	0.00015729	0.00122020
01:12:00.508	0.00038843	0.00146672
01:12:00.516	0.00048749	0.00131265
01:12:00.523	0.00019031	0.00162080
01:12:00.531	0.00042145	0.00155917
01:12:00.539	0.00045447	0.00152835
01:12:00.547	0.00061958	0.00152835
01:12:00.555	0.00061958	0.00152835
01:12:00.563	0.00035541	0.00183650
01:12:00.570	0.00055353	0.00155917
01:12:00.578	0.00071864	0.00171324
01:12:00.586	0.00078468	0.00158998
01:12:00.594	0.00058656	0.00171324
01:12:00.602	0.00085072	0.00168243
01:12:00.609	0.00075166	0.00158998
