time, FPSSternPort, FPSBow, FPSSternStbd, OWCBow, OWCSternPort, OWCSternStbd, FPS_OWCUmbilical, FPSUmbilical, PressureSensor
0.40625,8.103e-05,0.000116,0.000153,3.4031e-05,3.1904e-05,3.1054e-05,7.3689e-05,0.0001405,3.3137e-06
0.41406,8.0989e-05,0.00011588,0.000153,3.37e-05,3.1806e-05,3.07e-05,7.3452e-05,0.00014012,1.9856e-06
0.42188,8.0658e-05,0.000117,0.000153,3.4645e-05,3.1822e-05,3.0843e-05,7.2744e-05,0.00014,5.7968e-06
0.42969,8.0674e-05,0.000116,0.000153,3.4298e-05,3.2418e-05,3.0929e-05,7.3872e-05,0.00014038,-7.7656e-06
0.4375,8.0187e-05,0.000115,0.000153,3.384e-05,3.189e-05,3.1315e-05,7.3389e-05,0.00014,3.6903e-07
0.44531,8.076e-05,0.000116,0.000153,3.3999e-05,3.2017e-05,3.0296e-05,7.251e-05,0.00014,3.1892e-06
0.45313,8.0495e-05,0.000115,0.00015325,3.3809e-05,3.1096e-05,3.053e-05,7.3069e-05,0.00014025,2.6338e-06
0.46094,8.0482e-05,0.000116,0.00015387,3.3425e-05,3.1001e-05,2.9742e-05,7.2187e-05,0.00014,-9.9706e-07
0.46875,8.0982e-05,0.000116,0.000153,3.3682e-05,3.1346e-05,3.0332e-05,7.2375e-05,0.00014,-1.1887e-05
0.47656,8.0574e-05,0.00011512,0.000153,3.371e-05,3.2306e-05,3.0622e-05,7.1988e-05,0.00014,9.5846e-06
0.48438,8.1181e-05,0.000117,0.000154,3.4084e-05,3.2394e-05,3.1594e-05,7.3378e-05,0.00014075,2.1112e-06
0.49219,8.0805e-05,0.000115,0.000153,3.4033e-05,3.1901e-05,3.1121e-05,7.3955e-05,0.00014062,6.4038e-07
0.5,8.036e-05,0.000116,0.000153,3.3798e-05,3.1193e-05,3.0954e-05,7.4075e-05,0.00014,-7.2766e-06
0.50781,8.1219e-05,0.000116,0.000153,3.4075e-05,3.1305e-05,3.0759e-05,7.2292e-05,0.00014,4.6074e-06
0.51563,8.0578e-05,0.00011525,0.000153,3.378e-05,3.1701e-05,3.0274e-05,7.2851e-05,0.00013975,4.8739e-06
0.52344,8.0576e-05,0.000117,0.000152,3.4181e-05,3.1431e-05,3.0381e-05,7.298e-05,0.00013912,1.6032e-06
0.53125,8.0966e-05,0.0001155,0.000153,3.4098e-05,3.2583e-05,3.0779e-05,7.2555e-05,0.0001405,1.9614e-06
0.53906,8.0679e-05,0.000116,0.00015312,3.3567e-05,3.1233e-05,3.033e-05,7.3081e-05,0.00014,-4.0919e-05
0.54688,8.0588e-05,0.00011625,0.000153,3.4117e-05,3.2716e-05,3.135e-05,7.2578e-05,0.00014,4.3686e-07
0.55469,8.0937e-05,0.00011537,0.00015337,3.3795e-05,3.1791e-05,3.018e-05,7.2611e-05,0.00014,2.7314e-06
0.5625,8.1134e-05,0.000117,0.000154,3.4422e-05,3.1392e-05,3.0492e-05,7.3636e-05,0.000138,3.5865e-06
0.57031,8.13e-05,0.00011575,0.00015238,3.3995e-05,3.2685e-05,3.0988e-05,7.2679e-05,0.00014062,1.3867e-05
0.57813,8.0873e-05,0.000115,0.000153,3.3901e-05,3.2652e-05,3.077e-05,7.337e-05,0.00014,5.0118e-06
0.58594,8.0948e-05,0.000116,0.00015212,3.4056e-05,3.1626e-05,3.061e-05,7.2607e-05,0.00014088,5.4342e-06
0.59375,8.1018e-05,0.0001155,0.0001535,3.4087e-05,3.1529e-05,3.0703e-05,7.2691e-05,0.0001405,3.3524e-06
0.60156,8.0936e-05,0.00011688,0.000153,3.3898e-05,3.2298e-05,3.0934e-05,7.2562e-05,0.00014,8.983e-06
0.60938,8.0479e-05,0.00011625,0.00015325,3.3134e-05,3.1742e-05,3.0937e-05,7.3526e-05,0.000141,-2.2844e-05
0.61719,8.021e-05,0.000115,0.00015337,3.4332e-05,3.1911e-05,3.0719e-05,7.2564e-05,0.00014037,-5.2911e-08
0.625,8.0568e-05,0.000116,0.000153,3.3908e-05,3.1964e-05,3.015e-05,7.2566e-05,0.000139,4.6779e-06
0.63281,8.0771e-05,0.00011525,0.00015362,3.4247e-05,3.1957e-05,3.0497e-05,7.278e-05,0.00014,5.0023e-07
0.64063,8.0647e-05,0.000116,0.000152,3.3877e-05,3.2403e-05,3.0519e-05,7.2331e-05,0.00013975,3.6003e-05
0.64844,8.0421e-05,0.000116,0.00015288,3.3926e-05,3.1282e-05,3.1224e-05,7.3138e-05,0.00014012,-1.1443e-05
0.65625,8.0608e-05,0.000115,0.000153,3.3934e-05,3.1979e-05,3.0883e-05,7.2679e-05,0.0001405,3.8429e-06
0.66406,8.0609e-05,0.000117,0.000153,3.3266e-05,3.2015e-05,3.1257e-05,7.2879e-05,0.00014088,8.1631e-07
0.67188,8.0829e-05,0.000115,0.000152,3.3963e-05,3.222e-05,3.1512e-05,7.3243e-05,0.00014075,-4.0323e-06
0.67969,8.0294e-05,0.00011563,0.000153,3.3187e-05,3.216e-05,3.11e-05,7.2602e-05,0.00014063,-4.1709e-06
0.6875,8.0053e-05,0.000116,0.000153,3.3413e-05,3.2351e-05,3.0439e-05,7.3982e-05,0.000141,-8.2666e-06
0.69531,8.1008e-05,0.000115,0.00015262,3.3333e-05,3.1481e-05,3.0353e-05,7.2801e-05,0.00014038,3.0322e-06
0.70313,8.0976e-05,0.00011625,0.00015275,3.3774e-05,3.1642e-05,3.0913e-05,7.2995e-05,0.00014025,4.2969e-06
0.71094,8.1754e-05,0.00011588,0.000153,3.4056e-05,3.1685e-05,3.122e-05,7.3951e-05,0.00014012,1.4489e-05
0.71875,8e-05,0.0001155,0.000153,3.4055e-05,3.1383e-05,3.0734e-05,7.2276e-05,0.0001405,3.9288e-07
0.72656,8.0707e-05,0.00011612,0.00015312,3.399e-05,3.216e-05,3.1061e-05,7.2188e-05,0.00014,6.2132e-06
0.73438,8.0751e-05,0.00011525,0.000153,3.3876e-05,3.1802e-05,3.0627e-05,7.2572e-05,0.00014025,3.7266e-06
0.74219,8.0756e-05,0.00011663,0.000153,3.3958e-05,3.2209e-05,3.101e-05,7.2585e-05,0.00014175,3.8672e-06
0.75,8.1254e-05,0.000115,0.000152,3.4997e-05,3.2643e-05,3.0966e-05,7.4158e-05,0.00014,4.5947e-05
0.75781,8.0972e-05,0.00011538,0.00015275,3.3912e-05,3.2196e-05,3.0684e-05,7.2527e-05,0.000141,3.9958e-06
0.76563,8.0362e-05,0.000116,0.00015275,3.4499e-05,3.2234e-05,3.0758e-05,7.2277e-05,0.00014075,1.2889e-06
0.77344,8.0107e-05,0.000115,0.000152,3.4205e-05,3.1607e-05,3.0815e-05,7.2564e-05,0.00013988,-8.6623e-07
0.78125,8.0345e-05,0.0001155,0.0001515,3.3756e-05,3.1971e-05,3.0612e-05,7.3202e-05,0.000141,4.8419e-06
0.78906,8.1322e-05,0.00011612,0.00015212,3.364e-05,3.1838e-05,3.0567e-05,7.3322e-05,0.000141,7.403e-06
0.79688,8.0727e-05,0.0001155,0.00015225,3.3387e-05,3.2027e-05,3.1138e-05,7.3707e-05,0.00014025,2.6673e-06
0.80469,8.0853e-05,0.000116,0.00015263,3.409e-05,3.1846e-05,3.07e-05,7.2696e-05,0.00014037,4.4341e-06
0.8125,8.041e-05,0.000115,0.000152,3.4243e-05,3.1678e-05,3.1142e-05,7.3699e-05,0.00014,-1.2591e-06
0.82031,7.9893e-05,0.000115,0.00015262,3.3309e-05,3.0953e-05,3.0521e-05,7.3346e-05,0.00014038,-2.9186e-05
0.82813,8.047e-05,0.000116,0.00015275,3.4409e-05,3.1119e-05,3.1169e-05,7.2976e-05,0.000141,-7.1625e-06
0.83594,8.0653e-05,0.00011488,0.000153,3.4262e-05,3.1875e-05,3.1429e-05,7.2818e-05,0.00014012,3.2339e-06
0.84375,8.033e-05,0.0001165,0.000152,3.4081e-05,3.1955e-05,3.0749e-05,7.2586e-05,0.0001405,3.342e-06
0.85156,8.0758e-05,0.00011512,0.00015312,3.3329e-05,3.2348e-05,3.1175e-05,7.3459e-05,0.00014,-2.4421e-05
0.85938,8.0002e-05,0.0001155,0.000153,3.3615e-05,3.1628e-05,3.0238e-05,7.3586e-05,0.00014075,-4.6821e-05
0.86719,8.0114e-05,0.00011637,0.00015263,3.3839e-05,3.1801e-05,3.0693e-05,7.2318e-05,0.00014,2.6312e-06
0.875,8.1438e-05,0.000115,0.000153,3.404e-05,3.2321e-05,3.0373e-05,7.2745e-05,0.000139,3.7803e-06
0.88281,8.0409e-05,0.000116,0.000152,3.3857e-05,3.2293e-05,3.1256e-05,7.3312e-05,0.000141,3.1608e-06
0.89063,8.1329e-05,0.000116,0.000153,3.4509e-05,3.2937e-05,3.0697e-05,7.3246e-05,0.00014,-2.718e-06
0.89844,8.0675e-05,0.000115,0.00015212,3.3448e-05,3.2256e-05,3.1308e-05,7.3718e-05,0.00014175,7.4503e-06
0.90625,8.1085e-05,0.0001165,0.000153,3.3953e-05,3.1782e-05,3.0613e-05,7.2017e-05,0.0001405,2.7486e-06
0.91406,8.0476e-05,0.00011512,0.000153,3.4501e-05,3.1872e-05,3.1032e-05,7.3011e-05,0.00014088,-1.8387e-06
0.92188,8.0478e-05,0.000116,0.000152,3.3657e-05,3.2576e-05,3.0764e-05,7.2457e-05,0.0001395,3.8903e-05
0.92969,8.0224e-05,0.000116,0.00015263,3.4114e-05,3.2392e-05,3.1433e-05,7.2698e-05,0.00014063,7.063e-06
0.9375,8.1423e-05,0.000116,0.000153,3.4472e-05,3.2911e-05,3.0326e-05,7.2795e-05,0.000141,3.9682e-06
0.94531,8.0484e-05,0.000116,0.00015238,3.3479e-05,3.2907e-05,3.1142e-05,7.2936e-05,0.00014,1.3225e-06
0.95313,8.0158e-05,0.000115,0.000152,3.4287e-05,3.1477e-05,3.0984e-05,7.1833e-05,0.00014,-3.0339e-07
0.96094,8.0118e-05,0.000116,0.00015212,3.3554e-05,3.2097e-05,3.0161e-05,7.3403e-05,0.00014012,1.0118e-05
0.96875,8.0731e-05,0.000116,0.000153,3.4183e-05,3.1931e-05,3.1093e-05,7.273e-05,0.00014,7.211e-06
0.97656,8.006e-05,0.00011512,0.00015212,3.4252e-05,3.2452e-05,3.0916e-05,7.3314e-05,0.00014,3.2585e-06
0.98438,8.0585e-05,0.00011675,0.00015225,3.3953e-05,3.1971e-05,3.0376e-05,7.2638e-05,0.00014025,1.9293e-06
0.99219,8.0652e-05,0.000115,0.000153,3.3814e-05,3.1996e-05,3.1144e-05,7.3675e-05,0.00014,2.633e-06
1,8.1385e-05,0.000115,0.000152,3.4049e-05,3.2714e-05,3.1687e-05,7.3293e-05,0.000139,5.3029e-05
1.0078,8.0778e-05,0.000116,0.000153,3.3534e-05,3.221e-05,3.0574e-05,7.2874e-05,0.00014,2.0922e-06
1.0156,8.1232e-05,0.000115,0.000152,3.4137e-05,3.2275e-05,3.0361e-05,7.3143e-05,0.00014,4.701e-06
1.0234,8.0905e-05,0.00011613,0.00015287,3.3948e-05,3.1206e-05,3.0684e-05,7.2501e-05,0.00014,9.9262e-07
1.0313,8.0522e-05,0.0001155,0.0001525,3.3837e-05,3.2862e-05,3.1087e-05,7.3126e-05,0.00014,1.0235e-05
1.0391,8.0577e-05,0.000115,0.00015213,3.463e-05,3.2798e-05,3.1191e-05,7.3261e-05,0.00014013,3.4229e-05
1.0469,8.1031e-05,0.000116,0.00015225,3.3732e-05,3.2071e-05,3.1027e-05,7.2349e-05,0.000141,1.5797e-06
1.0547,8.113e-05,0.000115,0.00015362,3.3473e-05,3.1428e-05,3.0839e-05,7.3351e-05,0.00013938,3.4292e-06
1.0625,8.0991e-05,0.000116,0.000152,3.4633e-05,3.1997e-05,3.1568e-05,7.3252e-05,0.00014,1.8553e-05
1.0703,8.0422e-05,0.000116,0.000153,3.4163e-05,3.1469e-05,3.0792e-05,7.3033e-05,0.00014025,-2.4905e-05
1.0781,8.0406e-05,0.00011475,0.000152,3.3644e-05,3.2995e-05,3.108e-05,7.3136e-05,0.00013925,5.0163e-06
1.0859,8.0936e-05,0.000116,0.000152,3.3955e-05,3.165e-05,3.0183e-05,7.2721e-05,0.00014,1.6721e-06
1.0938,8.0941e-05,0.000116,0.0001525,3.3928e-05,3.1885e-05,3.0136e-05,7.2862e-05,0.00014,1.0608e-06
1.1016,8.0373e-05,0.000116,0.000153,3.4232e-05,3.1129e-05,3.0586e-05,7.3573e-05,0.00014075,-1.7909e-05
1.1094,8.0763e-05,0.00011625,0.000153,3.4045e-05,3.1886e-05,3.1035e-05,7.2994e-05,0.00014,6.4678e-06
1.1172,8.119e-05,0.00011562,0.00015262,3.3786e-05,3.159e-05,3.0906e-05,7.2852e-05,0.000139,1.7918e-06
1.125,8.1415e-05,0.000117,0.000153,3.3664e-05,3.1881e-05,3.1491e-05,7.4391e-05,0.00014,3.1988e-06
1.1328,8.134e-05,0.00011562,0.00015262,3.3968e-05,3.1744e-05,3.0115e-05,7.1902e-05,0.00014,9.9584e-06
1.1406,8.0628e-05,0.00011525,0.00015325,3.3671e-05,3.1081e-05,3.0308e-05,7.322e-05,0.000141,-4.8244e-05
1.1484,8.1072e-05,0.00011687,0.00015287,3.3985e-05,3.1653e-05,3.0832e-05,7.3196e-05,0.00014,3.2928e-06
1.1563,8.0902e-05,0.0001155,0.0001525,3.3619e-05,3.201e-05,3.1293e-05,7.2743e-05,0.00014,4.1814e-06
1.1641,8.1307e-05,0.00011687,0.00015213,3.4166e-05,3.2175e-05,3.0694e-05,7.2558e-05,0.00013925,7.6646e-06
1.1719,8.1146e-05,0.00011525,0.00015275,3.3994e-05,3.223e-05,3.0894e-05,7.3153e-05,0.00014025,-2.7828e-06
1.1797,8.1068e-05,0.00011538,0.000153,3.3715e-05,3.2115e-05,3.1549e-05,7.3111e-05,0.00014,-4.3334e-06
1.1875,8.0494e-05,0.000117,0.000152,3.3724e-05,3.1327e-05,3.1708e-05,7.2491e-05,0.00014,2.2685e-06
1.1953,8.0551e-05,0.00011538,0.000153,3.4106e-05,3.1977e-05,3.1252e-05,7.3127e-05,0.00013962,3.6208e-06
1.2031,8.1453e-05,0.000117,0.0001525,3.3877e-05,3.1795e-05,3.0456e-05,7.355e-05,0.00013925,3.6156e-06
1.2109,8.1436e-05,0.000116,0.000153,3.4507e-05,3.2779e-05,3.2189e-05,7.2742e-05,0.00014,2.9229e-05
1.2188,8.1364e-05,0.000116,0.000153,3.4119e-05,3.2153e-05,3.0999e-05,7.3174e-05,0.00014,1.7541e-06
1.2266,8.0591e-05,0.00011587,0.000152,3.3979e-05,3.2557e-05,3.0232e-05,7.3906e-05,0.00013987,2.8112e-06
1.2344,8.0591e-05,0.000115,0.00015275,3.3993e-05,3.1831e-05,3.0224e-05,7.2604e-05,0.00014075,4.3789e-06
1.2422,8.1778e-05,0.000116,0.00015275,3.4301e-05,3.136e-05,3.06e-05,7.2799e-05,0.00014,7.4089e-06
1.25,8.0669e-05,0.000116,0.000153,3.3309e-05,3.1378e-05,3.113e-05,7.2449e-05,0.00014,-6.883e-06
1.2578,8.0491e-05,0.00011562,0.00015262,3.3555e-05,3.212e-05,3.0128e-05,7.2985e-05,0.00014,2.0695e-06
1.2656,8.0938e-05,0.00011675,0.00015275,3.3737e-05,3.1491e-05,3.1194e-05,7.3592e-05,0.00014025,-4.9423e-07
1.2734,8.0976e-05,0.000116,0.00015275,3.4581e-05,3.1407e-05,3.0765e-05,7.311e-05,0.00014,6.5949e-06
1.2813,8.1069e-05,0.0001155,0.000153,3.353e-05,3.1598e-05,3.0904e-05,7.3617e-05,0.0001405,-2.2056e-05
1.2891,8.0572e-05,0.000116,0.000152,3.376e-05,3.2615e-05,3.0609e-05,7.2836e-05,0.00014087,-2.6583e-06
1.2969,8.1106e-05,0.000115,0.000153,3.3768e-05,3.1972e-05,3.0851e-05,7.2888e-05,0.00014,4.4453e-06
1.3047,8.1674e-05,0.00011638,0.00015262,3.3723e-05,3.15e-05,3.0983e-05,7.278e-05,0.00013938,5.0868e-06
1.3125,8.092e-05,0.000115,0.000152,3.3709e-05,3.1333e-05,3.0773e-05,7.3138e-05,0.00014,-5.6991e-06
1.3203,8.1764e-05,0.00011438,0.00015175,3.4603e-05,3.275e-05,3.1097e-05,7.384e-05,0.00014,4.0778e-05
1.3281,8.0948e-05,0.000116,0.000153,3.3659e-05,3.1828e-05,3.0875e-05,7.3173e-05,0.00014,2.3952e-06
1.3359,8.025e-05,0.000115,0.00015287,3.3347e-05,3.1353e-05,3.1062e-05,7.248e-05,0.00014013,3.377e-06
1.3438,8.0552e-05,0.000116,0.0001525,3.3771e-05,3.2154e-05,3.1403e-05,7.284e-05,0.00014,4.2768e-06
1.3516,8.2059e-05,0.00011687,0.00015225,3.4826e-05,3.293e-05,3.0714e-05,7.2666e-05,0.00014,3.465e-05
1.3594,8.1056e-05,0.00011575,0.000153,3.3659e-05,3.0318e-05,3.0735e-05,7.2332e-05,0.00014,-1.3116e-05
1.3672,8.0702e-05,0.00011662,0.000153,3.4096e-05,3.2239e-05,3.0556e-05,7.25e-05,0.00014,2.6096e-06
1.375,8.1114e-05,0.000115,0.000153,3.378e-05,3.1491e-05,3.1434e-05,7.227e-05,0.000141,-1.7302e-06
1.3828,8.1004e-05,0.000116,0.000153,3.3224e-05,3.2265e-05,3.093e-05,7.3282e-05,0.00014062,8.5495e-06
1.3906,8.1543e-05,0.000116,0.000153,3.4363e-05,3.1962e-05,3.0673e-05,7.2128e-05,0.0001405,8.4746e-06
1.3984,8.0687e-05,0.000116,0.000153,3.3231e-05,3.1286e-05,3.0702e-05,7.2738e-05,0.00014013,-5.043e-07
1.4063,8.1267e-05,0.0001175,0.0001525,3.3401e-05,3.2189e-05,3.0866e-05,7.3434e-05,0.0001405,2.9081e-06
1.4141,8.1075e-05,0.00011587,0.00015387,3.3949e-05,3.2024e-05,3.0602e-05,7.3087e-05,0.00014087,-8.2546e-06
1.4219,8.1134e-05,0.00011675,0.0001535,3.4855e-05,3.0979e-05,3.0659e-05,7.3012e-05,0.00014,-1.8576e-05
1.4297,8.1182e-05,0.00011638,0.00015238,3.3782e-05,3.177e-05,3.0725e-05,7.2799e-05,0.00014,4.6413e-06
1.4375,8.1257e-05,0.000116,0.000152,3.4243e-05,3.2878e-05,3.1097e-05,7.2932e-05,0.00014,4.2813e-06
1.4453,8.1184e-05,0.00011662,0.00015362,3.4392e-05,3.1517e-05,3.1056e-05,7.1878e-05,0.00013962,2.9435e-06
1.4531,8.1225e-05,0.000116,0.00015275,3.4541e-05,3.2087e-05,3.0559e-05,7.3477e-05,0.00014,-8.4499e-06
1.4609,8.1908e-05,0.00011587,0.00015375,3.4342e-05,3.1972e-05,3.0917e-05,7.2868e-05,0.00014,2.5156e-05
1.4688,8.0781e-05,0.0001165,0.0001535,3.438e-05,3.2181e-05,2.9893e-05,7.3085e-05,0.00014,3.6834e-06
1.4766,8.1039e-05,0.00011587,0.000153,3.4198e-05,3.1031e-05,3.1198e-05,7.3772e-05,0.00014,2.6069e-06
1.4844,8.0569e-05,0.000117,0.000153,3.4073e-05,3.1861e-05,3.0783e-05,7.1963e-05,0.00014,3.4769e-06
1.4922,8.0862e-05,0.00011625,0.00015262,3.3714e-05,3.1808e-05,3.0466e-05,7.3209e-05,0.00014025,-8.8916e-06
1.5,8.0249e-05,0.000115,0.000153,3.3037e-05,3.2196e-05,3.051e-05,7.2506e-05,0.00014,6.9382e-06
1.5078,8.1047e-05,0.000117,0.00015262,3.3659e-05,3.2429e-05,3.0681e-05,7.2906e-05,0.00013938,1.835e-06
1.5156,8.0364e-05,0.000115,0.000153,3.4011e-05,3.312e-05,3.1696e-05,7.3366e-05,0.000141,4.982e-06
1.5234,8.1232e-05,0.00011675,0.00015287,3.3368e-05,3.1053e-05,3.0838e-05,7.2855e-05,0.00014,6.8213e-07
1.5313,8.0607e-05,0.0001155,0.0001535,3.3737e-05,3.1968e-05,3.0577e-05,7.2518e-05,0.00014,-1.0506e-05
1.5391,8.0686e-05,0.00011513,0.000153,3.4212e-05,3.245e-05,3.0603e-05,7.2385e-05,0.00014,3.7714e-06
1.5469,8.0643e-05,0.00011625,0.00015325,3.3559e-05,3.2178e-05,3.1506e-05,7.3732e-05,0.00014025,5.3406e-06
1.5547,8.129e-05,0.00011562,0.00015362,3.4511e-05,3.2025e-05,3.0894e-05,7.2822e-05,0.00014038,5.9198e-06
