VARIABLES="Period (s)" "|Fx| (N/m)" "|Fy| (N/m)" "|Fz| (N/m)" "|Cx| (N)" "|Cy| (N)" "|Cz| (N)" "ang(Fx) (°)" "ang(Fy) (°)" "ang(Fz) (°)" "ang(Cx) (°)" "ang(Cy) (°)" "ang(Cz) (°)"
Zone t="Corps  1"
Zone t="Diffraction force - beta =   0.000 deg",I=    75,F=POINT
54.5270  0.571469E-01  0.319138E-06  0.149551E+02  0.111265E-06  0.110428E-01  0.144678E-11  -18.74  -33.52 -166.65 -202.70  -41.95   82.38
56.2216  0.986619E+01  0.207913E-06  0.263895E+01  0.121330E-07  0.133488E+01  0.264016E-12 -269.97   -9.38 -165.30   18.30 -269.97  -66.89
57.9162  0.389834E+01  0.358657E-07  0.626963E+01  0.331292E-07  0.530282E+00  0.702476E-12 -251.69 -199.13   -4.65   46.33 -251.71 -231.10
59.6108  0.148876E+01  0.290210E-05  0.326456E+01  0.428955E-07  0.198296E+00  0.277897E-12  -89.98    2.20    9.95   22.18  -90.01  -89.93
61.3054  0.347049E+01  0.511687E-06  0.739476E+01  0.646156E-06  0.469277E+00  0.193858E-12  -46.69   74.43 -132.37    1.29  -46.49 -122.05
63.0000  0.167713E+02  0.796126E-06  0.958106E+01  0.119414E-06  0.227275E+01  0.347021E-12  -63.58 -213.03 -187.69   18.49  -63.58 -247.25
64.6946  0.126332E+01  0.994521E-06  0.148119E+02  0.605292E-06  0.172010E+00  0.607276E-12 -245.18   73.45   -0.41 -176.35 -245.29  -23.50
66.3892  0.624626E+01  0.105416E-04  0.455224E+02  0.445775E-06  0.848905E+00  0.588739E-13  -82.86   -6.78 -172.01 -182.87  -82.86 -118.62
68.0838  0.103742E+02  0.308852E-06  0.151800E+01  0.225684E-06  0.140270E+01  0.234797E-12 -266.98   59.63 -174.42 -206.80 -266.96   68.52
69.7784  0.524580E+01  0.119041E-05  0.182239E+01  0.232837E-06  0.710035E+00  0.134202E-11  -84.68   71.68 -173.49   -8.49  -84.67   89.55
71.4730  0.385696E+01  0.131312E-05  0.217513E+02  0.929774E-06  0.519416E+00  0.497710E-13 -268.62   37.96 -162.10   -8.20 -268.61 -110.09
73.1676  0.937345E+01  0.131253E-05  0.357376E+01  0.139703E-07  0.126740E+01  0.806204E-13 -269.38   88.32 -179.69 -114.46 -269.37 -150.42
74.8622  0.606204E+00  0.924237E-06  0.543981E+01  0.662318E-07  0.824103E-01  0.163950E-13   88.17 -171.05    5.44 -214.80   88.18   -4.34
76.5568  0.634992E+01  0.871927E-06  0.123446E+00  0.887130E-07  0.859430E+00  0.861539E-13  -90.11 -170.20 -183.56   -4.96  -90.11  -84.36
78.2514  0.780787E+01  0.327949E-06  0.526010E+01  0.898926E-07  0.105725E+01  0.174840E-12  -87.75 -222.09 -182.93 -181.55  -87.75  -85.40
79.9460  0.620741E+01  0.568340E-06  0.566145E+01  0.287810E-07  0.840675E+00  0.479402E-12  -87.36 -173.61 -180.04 -165.34  -87.36 -250.38
81.6405  0.311897E+01  0.198048E-06  0.346020E+01  0.282064E-06  0.422464E+00  0.491563E-13  -89.84   -4.29 -178.61    1.77  -89.84  -85.90
83.3351  0.342278E-01  0.270303E-06  0.298541E+01  0.152323E-06  0.480690E-02  0.631669E-13  -90.56   -8.69 -179.79    0.04  -90.54   46.14
85.0297  0.140306E+01  0.465398E-06  0.703084E+01  0.123430E-06  0.189576E+00  0.405156E-13   88.40    7.23 -182.61 -176.21   88.39  -83.21
86.7243  0.148711E+01  0.919804E-06  0.877495E+01  0.114578E-06  0.201883E+00  0.102221E-12  -93.63 -186.42 -183.13 -169.00  -93.62 -256.82
88.4189  0.379490E+01  0.472571E-06  0.145429E+01  0.945708E-07  0.513782E+00  0.120240E-12  -90.98 -185.81   -2.14 -191.20  -90.98  -86.72
